Producent;Typer;Koder;KodeBeskrivelser;Fejl;Prioritering;Løsningsforslag;Varenumer prioritet 1;Varenummer prioritet 2;Varenummer prioritet 3;Koder (service - resultet);KodeBeskrivelser (service);Fejl (service);Spørgsmål 1;Spørgsmål 2;Spørgsmål 3;Kunden kan prøve;Send tekniker ja / nej;URL-links;URL-links_Kundeserviceinformationer;;;;;;;;;
Thermoplan;BW4 CTS;Maskinen tager strømmen. Rengøringsprogrammet.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;2;Kontroller at der ingen umiddelbare utætheder er i maskinen. Specielt omkring varmelegemer og ventiler.;;;;Maskinen tager strømmen. Rengøringsprogrammet.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Er det i forbindelse med rengøringsprogrammet?;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
Thermoplan;BW4 CTS;Maskinen tager strømmen. Rengøringsprogrammet.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;3;Udfør en isolationstest af varmelegemet / varmelegemerne.;;;;Maskinen tager strømmen. Rengøringsprogrammet.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Er det i forbindelse med rengøringsprogrammet?;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
Thermoplan;BW4 CTS;Maskinen tager strømmen. Rengøringsprogrammet.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;4;Udfør en isolationstest af ventilerne (indgangs-, udleverings-, bryg-, te-, CK-ventilen osv.).;;;;Maskinen tager strømmen. Rengøringsprogrammet.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Er det i forbindelse med rengøringsprogrammet?;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
Thermoplan;BW4 CTS;Maskinen tager strømmen. Rengøringsprogrammet.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;5;Kontroller at der ingen umiddelbare defekter er at observere på kundens HPFI-relæ/Gruppetavle.;;;;Maskinen tager strømmen. Rengøringsprogrammet.;Maskinen slår HPFI / Maskinen tager strømmen / Slår sikringen.;Der er opstået en fejlstrøm i maskinens elektriske kredsløb. ;Er det i forbindelse med rengøringsprogrammet?;;;"[1] Kunden kan kontrollere at der ikke er utætheder omkring maskinen.
[2] Kunden kan prøve at indkoble HPFI-relæet / Gruppetavlen igen for at sikre at det virkelig er kaffemaskinen der tager strømmen. Test ved at tage et produkt eller to efter relæet er genindkoblet.";Send tekniker;https://bentax.sharepoint.com/:b:/g/ESPQhtj8gBNMrOkU9krzSlsB1jy4Dyo1jG3koG9CevWytA?e=vSfT2W;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
;;;;;;;;;;;;;;;;;;;https://bentax.sharepoint.com/:b:/g/ET-fuo71OxZPsaN1Cx9WoTkBuO54UdIpQJdRwUGW4P9jSg?e=KgAcBe;;;;;;;;;
Thermoplan;BW4 CTS;Fejl i rengøringsprogrammet. Ingen yderligere information.;Maskinen fejler i rengøringsprogrammet / Afbryder rengøringsprogrammet / Stopper i renseprogrammet;Der er opstået en fejl i rengøringsprogrammet.;1;Gennemgå hændelsesloggen for den korrekte fejlkode og søg efter den tilhørende meddelelse i stedet.;;;;Fejl i rengøringsprogrammet. Ingen yderligere information.;Maskinen fejler i rengøringsprogrammet / Afbryder rengøringsprogrammet / Stopper i renseprogrammet;Der er opstået en fejl i rengøringsprogrammet.;Ingen yderligere information.;;;"[1] Kunden skal kontroller at der er åbent for vandet til maskinen.
[2] Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.";Send tekniker;;;;;;;;;;;
Thermoplan;BW4 CTS;Fejl i rengøringsprogrammet. Start.;Maskinen fejler i rengøringsprogrammet / Afbryder rengøringsprogrammet / Stopper i renseprogrammet;Der er opstået en fejl i rengøringsprogrammet.;1;Gennemgå hændelsesloggen for den korrekte fejlkode og søg efter den tilhørende meddelelse i stedet.;;;;Fejl i rengøringsprogrammet. Start.;Maskinen fejler i rengøringsprogrammet / Afbryder rengøringsprogrammet / Stopper i renseprogrammet;Der er opstået en fejl i rengøringsprogrammet.;Er det i starten af rengøringsprogrammet?;;;"[1] Kunden skal kontroller at der er åbent for vandet til maskinen.
[2] Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.";Send tekniker;;https://bentax.sharepoint.com/:b:/g/Ed-AWx7P88pJmFr5uPWxADwBWs5U3AwdGpa71wKWwnlXSA?e=4KChgX;;;;;;;;;
Thermoplan;BW4 CTS;Fejl i rengøringsprogrammet. Midt.;Maskinen fejler i rengøringsprogrammet / Afbryder rengøringsprogrammet / Stopper i renseprogrammet;Der er opstået en fejl i rengøringsprogrammet.;1;Gennemgå hændelsesloggen for den korrekte fejlkode og søg efter den tilhørende meddelelse i stedet.;;;;Fejl i rengøringsprogrammet. Midt.;Maskinen fejler i rengøringsprogrammet / Afbryder rengøringsprogrammet / Stopper i renseprogrammet;Der er opstået en fejl i rengøringsprogrammet.;Er det i midten af rengøringsprogrammet?;;;"[1] Kunden skal kontroller at der er åbent for vandet til maskinen.
[2] Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.";Send tekniker;;https://bentax.sharepoint.com/:b:/g/Ed-AWx7P88pJmFr5uPWxADwBWs5U3AwdGpa71wKWwnlXSA?e=4KChgX;;;;;;;;;
Thermoplan;BW4 CTS;Fejl i rengøringsprogrammet. Slut.;Maskinen fejler i rengøringsprogrammet / Afbryder rengøringsprogrammet / Stopper i renseprogrammet;Der er opstået en fejl i rengøringsprogrammet.;1;Gennemgå hændelsesloggen for den korrekte fejlkode og søg efter den tilhørende meddelelse i stedet.;;;;Fejl i rengøringsprogrammet. Slut.;Maskinen fejler i rengøringsprogrammet / Afbryder rengøringsprogrammet / Stopper i renseprogrammet;Der er opstået en fejl i rengøringsprogrammet.;Er det i slutningen af rengøringsprogrammet?;;;"[1] Kunden skal kontroller at der er åbent for vandet til maskinen.
[2] Kunden kan efterse om filteret i mælkesuget (køleskabet) er helt rent.";Send tekniker;;https://bentax.sharepoint.com/:b:/g/Ed-AWx7P88pJmFr5uPWxADwBWs5U3AwdGpa71wKWwnlXSA?e=4KChgX;;;;;;;;;
;;;;;;;;;;;;;;;;;;;https://bentax.sharepoint.com/:b:/g/Ed-AWx7P88pJmFr5uPWxADwBWs5U3AwdGpa71wKWwnlXSA?e=4KChgX;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Ingen yderligere information.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Ingen yderligere information.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Ingen yderligere information.;;;;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Spildbakken.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Spildbakken.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden på bordpladen under maskinen?;Ingen yderligere information.;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ingen yderligere information.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ingen yderligere information.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden på bordpladen under maskinen?;Er det fra spildbakken?;;Kunden skal undersøge, om der er snavs eller blokeringer, der forhindre vandet i at løbe ud af spildbakken.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved vandtilslutningen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved vandtilslutningen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden på bordpladen under maskinen?;Er det fra vandtilslutningen på maskinen?;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved afløbsslangen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved afløbsslangen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden på bordpladen under maskinen?;Er det fra afløbsslangen? (Ikke alle har);;Kunden kan kontrollere, om afløbsslangen sidder ordentligt på. Disse kan nogle gange falde af hvis maskinerne bliver rykket.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved bagsiden af maskinen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved bagsiden af maskinen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden på bordpladen under maskinen?;Er det ved bagsiden af maskinen?;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved fronten af maskinen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved fronten af maskinen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden på bordpladen under maskinen?;Er det ved fronten af maskinen?;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved venstre side af maskinen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved venstre side af maskinen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden på bordpladen under maskinen?;Er det fra venstre side af maskinen?;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved højre side af maskinen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. På bordpladen. Ved højre side af maskinen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden på bordpladen under maskinen?;Er det fra højre side af maskinen?;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Ingen yderligere information.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Ingen yderligere information.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden inde i maskinen?;Ingen yderligere information.;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Til venstre.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Til venstre.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden inde i maskinen?;Er det til venstre i maskinen?;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Til højre.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Inde i maskinen. Til højre.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden inde i maskinen?;Er det til højre i maskinen?;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Ingen yderligere information.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Ingen yderligere information.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden fra underskabet ved maskinen?;Ingen yderligere information.;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Vandfilteret.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Vandfilteret.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden fra underskabet ved maskinen?;Er det fra vandtilslutningerne på vandfilteret?;;Kunden kan desværre ikke gøre noget.;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Waterblock.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Waterblock.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden fra underskabet ved maskinen?;Er det fra vandtilslutningen efter Waterblock'en? (hvis den er der);;Til information, så starter Bentax's ansvar fra den grå Waterblock og tilslutningerne hen mod maskinen. Er der utætheder før Waterblocken (på husets vandrør) er det ikke Bentax's ansvar.;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Husets vandinstallation.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Husets vandinstallation.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden fra underskabet ved maskinen?;Er det fra husets vandinstallation? ;;Til information, så starter Bentax's ansvar fra den grå Waterblock og tilslutningerne hen mod maskinen. Er der utætheder før Waterblocken (på husets vandrør) er det ikke Bentax's ansvar.;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Thermoplan;BW4 CTS;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Afløbsslangen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;1;Kontroller maskinen for lækager.;;;;Utæt i forbindelse med rengøringsprocessen. Fra skabet under maskinen. Afløbsslangen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Maskinen er utæt i forbindelse med rengøringsprocessen.;Er utætheden fra underskabet ved maskinen?;Er det fra afløbsslangen? (Ikke alle har);;Kunden skal kontrollere at der ikke er blokeringer af husets afløb (deres installation. Eksempel en blokering af en vandlås), da dette i så fald vil være deres ansvar.;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
;;;;;;;;;;;;;;;;;;;https://bentax.sharepoint.com/:b:/g/EebCJZh73CtBjL6VWwIrptMBR1XmPSyS6qdrKKxB5fM4ig?e=LIqx9Z;;;;;;;;;
Thermoplan;BW4 CTS;Maskinen er utæt. Ingen yderligere information.;Maskinen er utæt.;Maskinen er utæt.;1;Kontroller maskinen for lækager.;;;;Maskinen er utæt. Ingen yderligere information.;Maskinen er utæt.;Maskinen er utæt.;Ingen yderligere information.;;;;;;;;;;;;;;;
Thermoplan;BW4 CTS;Maskinen er utæt. På bordpladen. Ingen yderligere information.;Maskinen er utæt.;Maskinen er utæt.;1;Kontroller maskinen for lækager.;;;;Maskinen er utæt. På bordpladen. Ingen yderligere information.;Maskinen er utæt.;Maskinen er utæt.;Er utætheden på bordpladen under maskinen?;Ingen yderligere information.;;Kunden kan desværre ikke gøre noget.;;;;;;;;;;;;
Thermoplan;BW4 CTS;Maskinen er utæt. På bordpladen. Spildbakken.;Maskinen er utæt.;Maskinen er utæt.;1;Kontroller maskinen for lækager.;;;;Maskinen er utæt. På bordpladen. Spildbakken.;Maskinen er utæt.;Maskinen er utæt.;Er utætheden på bordpladen under maskinen?;Er det fra spildbakken?;;Kunden skal undersøge, om der er snavs eller blokeringer, der forhindre vandet i at løbe ud af spildbakken.;;;;;;;;;;;;
